time,{dmodel}.dmodel.movediscrete,{dmodel}.dmodel.pick,{dmodel}.dmodel.place,{dmodel}.dmodel.target_X,{dmodel}.dmodel.target_Y,{dmodel}.dmodel.target_Z,{dmodel}.dmodel.closing_diameter,{dmodel}.dmodel.closing_speed,{dmodel}.dmodel.closing_force,{dmodel}.dmodel.opening_diameter,{dmodel}.dmodel.opening_speed,{dmodel}.dmodel.opening_force,{dmodel}.dmodel.stop,{dmodel}.dmodel.movejoint,{dmodel}.dmodel.target_q0,{dmodel}.dmodel.target_q1,{dmodel}.dmodel.target_q2,{dmodel}.dmodel.target_q3,{dmodel}.dmodel.target_q4,{dmodel}.dmodel.target_q5,{dmodel}.dmodel.movecartesian,{dmodel}.dmodel.target_x,{dmodel}.dmodel.target_y,{dmodel}.dmodel.target_z,{dmodel}.dmodel.target_rx,{dmodel}.dmodel.target_ry,{dmodel}.dmodel.target_rz,{dmodel}.dmodel.setvelocity,{dmodel}.dmodel.target_v,{dmodel}.dmodel.state,{mapping}.mapping.feasibleMoveDiscreteCommand,{mapping}.mapping.robotStopped,{mapping}.mapping.gripperOpened,{mapping}.mapping.collision,{mapping}.mapping.gripperClosed,{mapping}.mapping.nonfeasibleMoveDiscreteCommand,{mapping}.mapping.moveCompleted,{mapping}.mapping.q0,{mapping}.mapping.q1,{mapping}.mapping.q2,{mapping}.mapping.q3,{mapping}.mapping.q4,{mapping}.mapping.q5,{mapping}.mapping.qd0,{mapping}.mapping.qd1,{mapping}.mapping.qd2,{mapping}.mapping.qd3,{mapping}.mapping.qd4,{mapping}.mapping.qd5,{mapping}.mapping.qdd0,{mapping}.mapping.qdd1,{mapping}.mapping.qdd2,{mapping}.mapping.qdd3,{mapping}.mapping.qdd4,{mapping}.mapping.qdd5,{mapping}.mapping.t0,{mapping}.mapping.t1,{mapping}.mapping.t2,{mapping}.mapping.t3,{mapping}.mapping.t4,{mapping}.mapping.t5,{controller}.controller.closeGripperCommand,{controller}.controller.openGripperCommand,{controller}.controller.moveDiscreteCommand,{controller}.controller.MovementArgs_target_X,{controller}.controller.MovementArgs_target_Y,{controller}.controller.MovementArgs_target_Z
12.0,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.0756468642044217,-1.2009325266335766,1.7323827821128504,-2.1695725239376182,-0.7877049468952433,-1.4778101881867274,0.0020429387998174425,0.032007531794237536,0.0,0.012849602117091175,-0.003916478572473734,0.007472876073321086,0.0,0.0,0.0,0.0,0.0,0.0,10.546692356182321,32.22516964075153,17.147236097085674,4.905559134503579,-2.9112582930606,1.6912962841124242,false,false,false,0,0,0
12.5,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.075606556889155,-1.2008596726721033,1.7323827821128504,-2.1698167584077366,-0.787492280482045,-1.4780298863581587,-0.002502669982362313,0.05900208103674275,0.0,0.01913685744198957,-0.01301167831764057,-0.007191912916936202,0.0,0.0,0.0,0.0,0.0,0.0,15.131886422833762,32.06024792186197,17.011711251849242,4.763837588796432,-3.527929422860826,-2.585850277083071,false,false,false,0,0,0
13.0,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.0757991509092113,-1.2000276375018464,1.7323827821128504,-2.169526718168415,-0.787422979847554,-1.4779807703073145,-0.002589088694903858,0.06132570960541024,-1.7763568393999728E-13,0.021268596433184912,-0.0057047810287249555,-0.00692274556239772,0.0,0.0,0.0,0.0,0.0,0.0,-23.24871707243472,51.67335633170844,14.961527238451733,3.31515233992792,-0.8934121726188866,0.39028209319554036,false,false,false,0,0,0
13.5,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.0756565440808723,-1.2006273058173766,1.7323827821128495,-2.1699270062934977,-0.7873556639289578,-1.477994347916261,0.004359163872535305,-0.07447754781429951,0.0,0.02600318781933046,0.0031374904369658265,-0.0020489244061391424,0.0,0.0,0.0,0.0,0.0,0.0,-4.723890416241413,14.5146753337815,2.7961725958211687,3.642805318722735,-1.4171032661358105,1.4974524551345456,false,false,false,0,0,0
14.0,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.0756062039329324,-1.2003702301573256,1.7323827821128512,-2.169628761113713,-0.7875086679637526,-1.4779493883577368,-0.002594844296055093,0.03475164801151632,1.7763568393999728E-13,-0.01865497623789444,-0.011110138458557057,3.191496329434996E-5,0.0,0.0,0.0,0.0,0.0,0.0,29.382409175159125,20.897961905206277,8.675226744172758,-0.671832015294038,1.8235737946358834,3.755730119451921,false,false,false,0,0,0
14.5,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.0756340170021907,-1.2002331308794902,1.7323827821128504,-2.1696099503321955,-0.7876067994836307,-1.4781712598192804,-0.0046418236047777684,0.04112698761033396,0.0,0.013838835266175633,0.013287163657425138,-0.004507823701870712,0.0,0.0,0.0,0.0,0.0,0.0,5.45841561404953,34.48980900010664,18.981512736234652,6.614558241296278,-0.23741830771194775,-0.6407672651084528,false,false,false,0,0,0
15.0,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.0755587489779623,-1.2002144737083622,1.7323827821128504,-2.169517886799624,-0.7874425060493113,-1.4780747020315088,0.0035131273547145464,0.010888420144537466,-1.7763568393999728E-13,0.005049140073508972,0.012189115695269464,-0.00500813829020707,0.0,0.0,0.0,0.0,0.0,0.0,17.063789579145908,26.915941817208072,13.891236285407336,3.0929364206809806,6.78285698963519,-0.4491258656294031,false,false,false,0,0,0
15.5,true,false,false,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-3.075649515763476,-1.200469244209402,1.7323827821128495,-2.169687566671981,-0.787328310612303,-1.4779964147045774,-0.0016326159709476264,-0.011671994037063933,-1.7763568393999728E-13,-0.01675653168806428,-0.005376904711073264,0.003172481031298916,0.0,0.0,0.0,0.0,0.0,0.0,15.382351876724599,27.211602747585367,13.187871718936986,-1.8410258240913948,9.494962352064727,-0.8199571271972712,false,false,true,1,13,0
16.0,true,false,false,1,13,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmMove,true,true,true,false,false,false,true,-3.0755444823363147,-1.2007418553566893,1.7323827821128504,-2.1697676523872262,-0.7877010633707604,-1.4778261749603319,-0.005195332457574052,0.05732547052658347,1.7763568393999728E-13,-0.006748702790381256,0.007934844887901174,0.004114483311212136,0.0,0.0,0.0,0.0,0.0,0.0,46.18161847450104,27.710323961341366,13.321333617847662,-0.871361414710637,2.9693934187246134,-0.5934722765780908,false,false,false,0,0,0
16.5,true,false,false,1,13,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,false,true,false,false,false,false,-3.014804718557702,-1.2731801273533643,1.653845389503199,-2.110011644237523,-0.9046024054684763,-1.3220200454861368,1.321696129887655,-0.6054365140802651,-1.5707572969108727,0.23740207359491292,-0.47909373038691755,1.5693432647229988,0.0,0.0,0.0,0.0,0.0,0.0,-734.5939898077102,-25.217766584097564,-28.21593018213842,-26.185775785646143,-41.82043892911016,-11.412802033106953,false,false,false,0,0,0
17.0,true,false,false,1,13,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,false,-2.593193553550859,-1.3430848092496763,1.3625168951326136,-2.076852728640535,-0.926821463624929,-0.8592325884853631,0.07177217601873609,-0.0013833892216650382,-0.0067057087850475655,1.6804219189478647E-4,0.01638619296659726,0.07422988695332483,0.0,0.0,0.0,0.0,0.0,0.0,2.6189923292347776,55.07511522999944,28.552010640006984,13.756132219794143,-7.160419472604781,8.708477902413714,false,false,false,0,0,0
17.5,true,false,false,1,13,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-2.5847472895291457,-1.343324670246382,1.3616514875237948,-2.0767365023119924,-0.9269880070748373,-0.8493806141272797,-0.0018616921476419111,0.008797697189243127,-5.108230283212035E-7,0.0026052422153806467,0.00991690044660332,0.00340065590673735,0.0,0.0,0.0,0.0,0.0,0.0,24.12919678335412,41.6250686956258,17.116918372074416,3.6992667297486674,-4.4786294750775,1.677974806854649,false,false,false,0,0,0
18.0,true,false,false,1,13,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-2.5847435007185684,-1.3438315400957075,1.3616514645780669,-2.076889213480193,-0.926842424903322,-0.8492901083237481,-0.005457177268829695,-0.047919655124665506,-3.200995024598751E-10,-0.017127077465237214,0.008108060694310535,0.006180734039506064,0.0,0.0,0.0,0.0,0.0,0.0,-11.005270272379397,38.892848106924795,15.152969076375996,1.9872970381598705,-1.084818790121755,0.32513244312454465,false,false,false,0,0,0
18.5,true,false,false,1,13,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-2.5846305225751918,-1.3429443411116866,1.3616514645367692,-2.0767428495144555,-0.9269940020697476,-0.8492654714040997,-0.005100149041580606,0.028761332523958794,0.0,0.008969077875774209,6.090810989788523E-4,-0.007471966267312777,0.0,0.0,0.0,0.0,0.0,0.0,4.08081565123209,36.17746677802337,12.61457594699463,0.19020311157585312,-8.284147979031362,-2.3433324895880787,false,false,false,0,0,0
19.0,true,false,false,1,13,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-2.584696811327606,-1.3436232502942174,1.3616514645367586,-2.07699316136891,-0.9270850250184175,-0.8494027738962902,-0.0056171977904631125,-0.07788340173603307,-1.7763568393999728E-13,-0.01754950389951385,-0.02099648453643637,-0.003725184523250519,0.0,0.0,0.0,0.0,0.0,0.0,-4.798522902944575,31.866499010343453,10.044076673693747,-3.04213956591535,0.1379485617396515,-1.2727401909930536,false,false,false,0,0,0
19.5,true,false,false,1,13,0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,ArmStop,true,true,true,false,false,false,true,-2.584773561136392,-1.3441445701084307,1.3616514645367586,-2.0767496565052914,-0.9270436066478291,-0.849440415155136,-0.004901917708010417,0.06682486998527203,0.0,0.015057426919182637,0.010005997863514294,-6.363392184737365E-4,0.0,0.0,0.0,0.0,0.0,0.0,-4.695640590371424,50.538919006363464,24.409759267609676,0.7690471698734717,-3.1034839218129555,0.36086201373330196,false,false,false,0,0,0
